    2.15900E+02    3.28811E-02    9.67654E-01
    2.16000E+02    3.31707E-02    9.67373E-01
    2.16100E+02    3.29209E-02    9.67615E-01
    2.16200E+02    3.27661E-02    9.67765E-01
    2.16300E+02    3.27169E-02    9.67812E-01
    2.16400E+02    3.27064E-02    9.67823E-01
    2.16500E+02    3.26739E-02    9.67854E-01
    2.16600E+02    3.26626E-02    9.67865E-01
    2.16700E+02    3.26578E-02    9.67870E-01
    2.16800E+02    3.26619E-02    9.67866E-01
    2.16900E+02    3.26901E-02    9.67838E-01
    2.17000E+02    3.26615E-02    9.67866E-01
    2.17100E+02    3.26626E-02    9.67865E-01
    2.17200E+02    3.26713E-02    9.67857E-01
    2.17300E+02    3.26866E-02    9.67842E-01
    2.17400E+02    3.27199E-02    9.67810E-01
    2.17500E+02    3.29452E-02    9.67592E-01
    2.17600E+02    3.27483E-02    9.67782E-01
    2.17700E+02    3.27292E-02    9.67801E-01
    2.17800E+02    3.27412E-02    9.67789E-01
    2.17900E+02    3.27759E-02    9.67755E-01
    2.18000E+02    3.28679E-02    9.67666E-01
    2.18100E+02    3.35622E-02    9.66995E-01
    2.18200E+02    3.29838E-02    9.67554E-01
    2.18300E+02    3.28290E-02    9.67704E-01
    2.18400E+02    3.27961E-02    9.67736E-01
    2.18500E+02    3.27911E-02    9.67741E-01
    2.18600E+02    3.28006E-02    9.67732E-01
    2.18700E+02    3.28000E-02    9.67732E-01
    2.18800E+02    3.28077E-02    9.67725E-01
    2.18900E+02    3.28204E-02    9.67712E-01
    2.19000E+02    3.28416E-02    9.67692E-01
    2.19100E+02    3.29015E-02    9.67634E-01
    2.19200E+02    3.29192E-02    9.67617E-01
    2.19300E+02    3.30941E-02    9.67448E-01
    2.19400E+02    3.29528E-02    9.67584E-01
    2.19500E+02    3.29163E-02    9.67620E-01
    2.19600E+02    3.29236E-02    9.67612E-01
    2.19700E+02    3.29358E-02    9.67601E-01
    2.19800E+02    3.29609E-02    9.67576E-01
    2.19900E+02    3.30488E-02    9.67491E-01
    2.20000E+02    3.30591E-02    9.67481E-01
    2.20100E+02    3.30017E-02    9.67537E-01
    2.20200E+02    3.30030E-02    9.67536E-01
    2.20300E+02    3.30153E-02    9.67524E-01
    2.20400E+02    3.30301E-02    9.67509E-01
    2.20500E+02    3.30489E-02    9.67491E-01
    2.20600E+02    3.30790E-02    9.67462E-01
    2.20700E+02    3.32196E-02    9.67326E-01
    2.20800E+02    3.31390E-02    9.67404E-01
    2.20900E+02    3.31185E-02    9.67424E-01
    2.21000E+02    3.31301E-02    9.67413E-01
    2.21100E+02    3.31478E-02    9.67396E-01
    2.21200E+02    3.31771E-02    9.67367E-01
    2.21300E+02    3.32987E-02    9.67250E-01
    2.21400E+02    3.32316E-02    9.67315E-01
    2.21500E+02    3.32214E-02    9.67324E-01
    2.21600E+02    3.32331E-02    9.67313E-01
    2.21700E+02    3.32505E-02    9.67296E-01
    2.21800E+02    3.32686E-02    9.67279E-01
    2.21900E+02    3.32875E-02    9.67260E-01
    2.22000E+02    3.33078E-02    9.67241E-01
    2.22100E+02    3.33299E-02    9.67219E-01
    2.22200E+02    3.33530E-02    9.67197E-01
    2.22300E+02    3.33818E-02    9.67169E-01
    2.22400E+02    3.34556E-02    9.67098E-01
    2.22500E+02    3.34451E-02    9.67108E-01
    2.22600E+02    3.34455E-02    9.67108E-01
    2.22700E+02    3.34653E-02    9.67088E-01
    2.22800E+02    3.34884E-02    9.67066E-01
    2.22900E+02    3.35151E-02    9.67040E-01
    2.23000E+02    3.35600E-02    9.66997E-01
    2.23100E+02    3.35995E-02    9.66959E-01
    2.23200E+02    3.36812E-02    9.66880E-01
    2.23300E+02    3.37303E-02    9.66832E-01
    2.23400E+02    3.37233E-02    9.66839E-01
    2.23500E+02    3.36987E-02    9.66863E-01
    2.23600E+02    3.37216E-02    9.66841E-01
    2.23700E+02    3.37560E-02    9.66807E-01
    2.23800E+02    3.38106E-02    9.66755E-01
    2.23900E+02    3.41554E-02    9.66421E-01
    2.24000E+02    3.38790E-02    9.66688E-01
    2.24100E+02    3.38924E-02    9.66676E-01
    2.24200E+02    3.39250E-02    9.66644E-01
    2.24300E+02    3.39645E-02    9.66606E-01
    2.24400E+02    3.40118E-02    9.66560E-01
    2.24500E+02    3.40667E-02    9.66507E-01
    2.24600E+02    3.41419E-02    9.66434E-01
    2.24700E+02    3.42878E-02    9.66293E-01
    2.24800E+02    3.45793E-02    9.66012E-01
    2.24900E+02    3.45808E-02    9.66010E-01
    2.25000E+02    3.44557E-02    9.66131E-01
    2.25100E+02    3.44357E-02    9.66150E-01
    2.25200E+02    3.44991E-02    9.66089E-01
    2.25300E+02    3.45510E-02    9.66039E-01
    2.25400E+02    3.46496E-02    9.65944E-01
    2.25500E+02    3.47854E-02    9.65813E-01
    2.25600E+02    3.49822E-02    9.65623E-01
